text,first_label,second_label
"To be good at something you really need good personal feedback. Youtube videos, books, singing alone etc you get no feedback to learn what you are doing wrong, what you are doing right and how to correct it.",Rational Persuasion,Logical Appeal
I mean this is Utilitarianism plain and simple and you should really read JS Mill instead of Harris for it. What I have read of Harris was pretty biased.,Rational Persuasion,Logical Appeal
Because anyone who's labor is not making a business more than $15 an hour will be fired. Why would a business want to employ somebody who loses them money?,Rational Persuasion,Logical Appeal
"If you acknowledge your religion is offensive, why do you still believe it?",Rational Persuasion,Persuasive Inquiry
Just because you didn't shirk your responsibility doesn't mean it wasn't a burden. Your own words describe it as such. My point is that I don't want to put someone in the position you were in were that someone my child.,Rational Persuasion,Logical Appeal
"What's the point of the Congressman at that point? You're advocating for a direct democracy with some kind of useless middle man delegate to cast the final vote. That's not the system we have, nor was the system ever intended to be like that.",Rational Persuasion,Logical Appeal
Do you wash your hands between patients or is that some violation of your rights to not put soap on your hands?,Rational Persuasion,Persuasive Inquiry
"How about instead of spending all that money to train teenagers into soldiers, we spend it on getting those same teenagers an education so they can make a better impact on America",Rational Persuasion,Logical Appeal
"You're thinking like an individual, not a policy maker. While you can abstain personally, having an entire state/country of teenagers being abstinent is as realistic as having them never get sick.",Rational Persuasion,Logical Appeal
"The author has full rights to do what he wants to do with the paper. He chooses to have it published behind a paywall, then no one should deny him that.",Rational Persuasion,Logical Appeal
"Why are we exempt? Are we not those who feel the pain of shaming the worst? If anything, I feel like I am more qualified to determine if someone is shaming me or not because I have been trained through therapy on how to recognize it and also because it hurts a lot more.",Rational Persuasion,Personal Disclosure
The grass is always greener on the otherside. Other countries have big problems too. Some have problems like what you describe. What makes you so sure where you're going to move is any better from where you are?,Rational Persuasion,Persuasive Inquiry
"It's not about the money, it's about the message. ISIS has taken over banks in regions they've invaded. Money is not the issue. They want to see a legitimate foreign power (Japan) acquiesce to an illegitimate one (ISIS), thus rendering it legitimate by proxy.",Rational Persuasion,Logical Appeal
"can you elaborate on who this extra time harms? ""look in your neighbors bowl to make sure he has 'enough.' dont look in your neighbors bowl to make sure you have 'as much' as him.""",Rational Persuasion,Logical Appeal
"He's not attacking an argument you didn't make. You wrote your argument poorly. What you said was there is no argument for why a person shouldn't be a Brony. If somebody dislikes the show, then the argument would be that they dislike the show and shouldn't be a brony.",Rational Persuasion,Logical Appeal
"If your point reduces to 'Claiming absolute certainty is illogical', then it really is pretty uncontroversial.",Rational Persuasion,Logical Appeal
"There's not a test *per se*, but psychological evaluation is a necessary prerequisite to transitioning, and that would likely weed out 'fakers'.",Rational Persuasion,Logical Appeal
"More tournaments is not necessarily better. I heard some Dota 2 pros say they feel burned out and struggle to stay motivated, and that winning or getting far in a competition is not as rewarding when there are so many of them.",Rational Persuasion,Logical Appeal
"So your problem is with public servants breaking the law? Do you support measures that determine if they're breaking other laws, like a monitor on their car that determines if they speed or a check of their personal computer to determine if they pirate?",Rational Persuasion,Persuasive Inquiry
Can you add in the box: Looks really odd when you score with a woman. Who wears two pairs of underwear? You have that magical moment where as a guy you get to show off your goods and now you have to hide from it to avoid odd questions on why you wear two things.,Rational Persuasion,Persuasive Inquiry
So we get a person who has trained all their life to be an athlete and then due to an illness or injury they are in a wheelchair or have a foot amputated. Are we just to say that they aren't an athlete anymore because they can't do a sport like everyone else can do it?,Rational Persuasion,Persuasive Inquiry
We *just* passed a massive overhaul of the health insurance system. This was done without a supermajority in the Senate. Doesn't that seem to contradict your argument?,Rational Persuasion,Persuasive Inquiry
"But the ""average person"" doesn't speed twice a day for 25 miles each time. A driver who does this is much more likely to be in the category of drivers who gets at least one ticket a year. This you need to include the cost of the ticket, and associated higher insurance.",Rational Persuasion,Empirical Evidence
"When everyone's super, no one is. The false scarcity of rye chips creates more perceived value in them, causing a psychological reaction in which you enjoy them more.",Rational Persuasion,Logical Appeal
Why would I bother expanding my business and creating new jobs if I am already earning $20 mil?,Rational Persuasion,Persuasive Inquiry
"There's no double standard there; a machine doesn't have bodily autonomy, it wouldn't violate its rights to force it to provide life support for the infant.",Rational Persuasion,Logical Appeal
"Trans men don't transitioning because living as a woman is too hard. Because if that was the logic, then why would there be any trans women at all? Why aren't there tons of trans men then?",Rational Persuasion,Persuasive Inquiry
"The flaw in that plan is that it assumes there are infinite numbers of colonisable planets within striking distance of the original colonies. Also, given the diameter of the Milky Way is ~100k lightyears, it'd be impossible to colonise it at 10% lightspeed in less than a million years.",Rational Persuasion,Empirical Evidence
There's no reason to believe in something just because there's no evidence it *doesn't* exist. The onus of proof is on the claimant; you aren't obliged to believe in the teapot until its existence is proven to you.,Rational Persuasion,Logical Appeal
"Dark souls shows there is no overall better scheme, it's game dependent.",Rational Persuasion,Empirical Evidence
The most comprehensive and reliable as of now is still the 2010 report by the CDC linked above. I sniffed around some studies from the late 90s but they tend to talk exclusively about women. Male rape being in the political spotlight is a fairly recent phenomenon.,Rational Persuasion,Empirical Evidence
"That's kind of my point - his argument is that ""I think that this will happen"" with absolutely no reason to think that other than ""that's what I think"". How can we change a view on something if we don't know what reason he has to think that.",Rational Persuasion,Logical Appeal
"It's defninitely coaching. Coaches earn quite a lot more at my old school district (and they should since they are giving up a substantial amount of time outside of school, and often on the weekends in competition season.",Rational Persuasion,Logical Appeal
I'd disagree. Not choosing is itself a choice. To think otherwise would be self-deceiving.,Rational Persuasion,Logical Appeal
"And there are plenty of ""unhealthy"" foods that are fine if they are a part of a balanced diet. It may also incentivize the use of alternative sweeteners to sugar to bypass regulation which can be equally unhealthy.",Rational Persuasion,Empirical Evidence
"You're still talking like money the government takes in taxes belongs to the taxed. It doesn't. Welfare recipients who vote to increase benefits (although we know voting doesn't actually work this way) are voting for more government money, not more of your money.",Rational Persuasion,Logical Appeal
"They may be subsidized, but that doesn't mean they are that cheap. My yearly costs for my state school are around $22,000",Rational Persuasion,Personal Disclosure
"Then all rapes are violent and the term ""violent rape"" is useless. For ""violent rape"" to be useful as a phrase it needs to differentiate some subset of all rapes from the rest.",Rational Persuasion,Logical Appeal
"Yeah, but as he said: valid game-play reasons. Game designer might want to discourage too many saves. For example, Game designer may believe that sifting though 200 hundred save files might destroy the ""flow"" of the game, confuse the gamer as to which saves files were from which game, etc...",Rational Persuasion,Logical Appeal
"Atheism is the default position. Unless you take the position that you believe in god/gods, you are an atheist. Apatheist is really an atheist.",Rational Persuasion,Logical Appeal
You really don't want it. They have different width axles in the front and back. Ironically super unsafe in snow.,Rational Persuasion,Logical Appeal
"That's great but totally unrealistic. You say you work 50 hours a week. Do you absolutely love every second of it? Unless you would do it without being paid, you are doing it for the money too.",Rational Persuasion,Logical Appeal
"Because that's how games are played. 5 v 5 with one guy shooting for each team. Besides, your argument completely falls apart when we see that Gilmore spent the majority of his career in the ABA rather than the NBA. His numbers were established against lesser competition than Jordans.",Rational Persuasion,Empirical Evidence
"No, a terrorist organization would blow up a school until the government was overthrown. ""Terrorism"" doesn't just mean ""bad guys."" A country looking out for it's own interest is usually just called a country.",Rational Persuasion,Logical Appeal
"Almost every monitor I've worked with has had the ability to pivot 90 degrees either left or right, and video drivers allow for screens to be rotated. It is dead useful when reading full-page PDFs.",Rational Persuasion,Personal Disclosure
Is your cat's freedom more important than the lives of the local wildlife?,Rational Persuasion,Persuasive Inquiry
"In the US bathrooms aren't covered by law. You can cruise on into the ladies room from this day forward and there are no penalties. There are no laws that say that you have to be a biological man to use the mens room, and a biological woman to use the womens room.",Rational Persuasion,Empirical Evidence
"If you care, why don't you tip your grocer? Why don't you tip anyone who makes less than a living wage, except for those who you've been socially conditioned to tip?",Rational Persuasion,Persuasive Inquiry
"What would constitute proof of preference? If a woman said that she'd prefer to change in a lockerroom without being surrounded by men, how would we say that having a separate women's lockerroom wouldn't be a benefit to her?",Rational Persuasion,Persuasive Inquiry
"When a rich person buys a yacht, they help pay the wages of the shipbuilders, the companies that make individual parts for the yachts, and a large number of other tangentially related businesses.",Rational Persuasion,Empirical Evidence
"This is true, but have you considered that direct democracy has been intentionally avoided, for good reason, since the birth of the nation?",Rational Persuasion,Persuasive Inquiry
"You mean a trouble violent man with a history of domestic abuse, assault on police officers, who followed a teen and shot him. And Martin's ""trouble"" was drawing WTF on a door at school and having some pot. Both of which are exceedingly common at the age of 17.",Rational Persuasion,Persuasive Inquiry
"They're all ""roots of the problem."" It saddens me that you target only one of the roots and the only one that has to do with fellow females.",Rational Persuasion,Logical Appeal
"What exists at 20 weeks, that doesn't exist at 19 weeks, 6 days, 23 hours, 59 minutes, and 59 seconds, that grants the fetus all rights and privileges of humanity? The same privileges, that just one second earlier, they were denied?",Rational Persuasion,Persuasive Inquiry
"You mean the guys who shot those two ladies on the dorner manhunt, even though they didn't look anything like him and the vehicles were different? Ya I'd rather be in control of my fate.",Rational Persuasion,Logical Appeal
"You also would expect the forum to not spread into other places screaming ""whitey"" ""crackerlord"" or otherwise flinging insults at those they didnt agree with, calling them racists if they disagreed on hings having nothing to do with race",Rational Persuasion,Logical Appeal
"It's just going to encourage more kidnappings. ISIS use to make $2-$3 million per day in illegal oil, now that oil has crashed to around ~$40 they are strapped for cash. $200 million would be a windfall for them.",Rational Persuasion,Empirical Evidence
Prisoners will then essentially be taking jobs from regular citizens.,Rational Persuasion,Logical Appeal
"Why not just flip it and say the state will use the marriage and you can use the word civil union if you want? Its a word. We get to make up whatever legal definition we want. Corporations are persons (legally speaking), that doesn't mean they share DNA with you.",Rational Persuasion,Logical Appeal
"Everyone has a right to bodily autonomy, even girls. Not much more needed to say beyond that.",Rational Persuasion,Logical Appeal
"So where is your civil engineering degree from? When was the last time you inspected the storm drain? I mean, you must have some basis to suggest you know they are doing it too frequently.",Rational Persuasion,Logical Appeal
Reducing government power would certainly reduce the ability of the power to abuse the courts. Reducing government power so incredibly far that it was unable to protect its citizens against violence would be a pretty radical form of Libertarianism. That would cross over to Anarcho-Capitalism.,Rational Persuasion,Logical Appeal
"But from the kid's perspective, it's all about receiving gifts, not giving. If you want your child to be generous, show them how it feels to give, to be charitable. Do charity work with them, something. They won't learn how it feels to give by *getting* toys from a fictional stranger.",Rational Persuasion,Logical Appeal
International law says you can't hold uniformed combatants. These guys aren't uniformed.,Rational Persuasion,Empirical Evidence
"You've answered your own question. If nobody voted then it would matter a hell of a lot. So therefore, logically, your vote matters. Sure, it's fairly insignificant, but there you go.",Rational Persuasion,Logical Appeal
"Won't most children pick that up naturally? I think if children are exposed to the Arts, the ones that are truly interested in it will continue to learn about it at home. That's probably less likely to happen with programming or spoken languages, at least at a younger age.",Rational Persuasion,Logical Appeal
"I have trouble seeing your distinction between so- called ""micro"" and ""macro"" evolutions. If enough micro changes occur, they become a major change. Defining them as separate categories is a little like saying that inches obviously exist, but no one can prove a mile does.",Rational Persuasion,Logical Appeal
"Because that would be federalism, and the founders hated and feared federalism, so they wrote a constitution that prevented it.",Rational Persuasion,Logical Appeal
"so basically you put the responsibility on the man because you feel that abortion is unethical and if the man would decide against having a kid, you couldn't raise it on your own (because of reasons i obviously don't know) but would force the man to give you money? how is that ethical?",Rational Persuasion,Persuasive Inquiry
"A much more compelling solution to me would be to figure out why we have growing inequality between the rich and poor in the first place, and address the root cause. Government Robin Hood-ery is just an inefficient bandage put on in lieu of curing the disease.",Rational Persuasion,Logical Appeal
"So following that logic, you'd be okay with schools teaching that the Holocaust never happened. Not allowing teachers to teach incorrect information has nothing to do with suppressing free speech.",Rational Persuasion,Logical Appeal
That doesn't protect the criminal's constitutional rights though. Constitutional rights are more important than getting a certain case to go right.,Rational Persuasion,Logical Appeal
"You say cheating is wrong. If you help someone cheat, you help them do something wrong. Is it morally acceptable to help someone do something wrong?",Rational Persuasion,Persuasive Inquiry
Came here to post this. If you are serious about home defense and have children there are many safes which keep firearms secure but still readily available.,Rational Persuasion,Empirical Evidence
"Isn't government providing you infrastructure (the roads, health care, firemen, police)? How is that different from landlord providing you a building?",Rational Persuasion,Persuasive Inquiry
"Any western country could build a stadium without a single death, we do it all the time. There is something very wrong when that many workers are dying. I work on a site with over 100 other workers and there hasn't been so much as a stubbed toe in over a year.",Rational Persuasion,Personal Disclosure
"Suffering and then ending it is not quite the same as not suffering at all and not existing. Plus it's not like anyone's life is being ""taken away"", nothing of value is ""lost"" by not having a child, at least not from the POV of the child.",Rational Persuasion,Logical Appeal
"i would look at this from the other point of view. if a sandwich store gets taxed differently from a hot dog store, wouldn't you say that the difference between a hot dog and a sandwich is meaningless in terms of the tax treatment?",Rational Persuasion,Persuasive Inquiry
"History has a tend of repeating itself as society fails to learn from past mistakes always thinking ""it will be different this time because of x"".",Rational Persuasion,Logical Appeal
"When you are so easily and eagerly able to interpret things like this in such a way as to reduce your respect for women, it says more about your pre-existing attitudes about women than it does about the Barbie.",Rational Persuasion,Logical Appeal
And you don't believe a girl who has been made into a product for half of her life is being heavily manipulated by the agents and producers surrounding her to the point where independent life choices are impossible.,Rational Persuasion,Logical Appeal
We essentially do. A person is sentenced differently if it's determined they have a limited mental capacity (usually) since they weren't as responsible of their actions as a typical adult would have been. Mental illness for example.,Rational Persuasion,Logical Appeal
"No, I would not agree with that, because a huge part of traditional gender roles was that women weren't allowed to *get* an education. And it's not like women immediately started being accepted into other fields once they *were* permitted to get an education.",Rational Persuasion,Logical Appeal
How can you be expected to pursue the common good if you're not the common? I say we have a lottery for leaders.,Rational Persuasion,Logical Appeal
Whoever invents a cancer cure will stand to make billions. Why would that person/corporation forgo all that profit for the same of some other companies in the industry?,Rational Persuasion,Persuasive Inquiry
"I'm guessing that you believe abortion to be generally wrong because you believe a fetus to be a person (or close to it), and accordingly that abortion would be at least tantamount to killing a person who has done no wrong. If that's the case, how can you justify abortion in the case of rape?",Rational Persuasion,Persuasive Inquiry
"Yes, you can generalize. If a race commits more violent crime ON AVERAGE, than another, you can assign a value reflecting that. That's discrimination.",Rational Persuasion,Logical Appeal
Beautiful graveyards are not the norm and I'm sure they would look better as normal parks in most cases.,Rational Persuasion,Logical Appeal
"racism doesn't have to be institutional, although that may be the academic definition of it. it's colloquially identical to prejudice, therefore, racism against the majority does exist.",Rational Persuasion,Logical Appeal
"I get what you're saying. It's not easy to get attention for a cause, even a good one. But that doesn't mean that harmful/annoying protesting is the answer. Just because it's hard to gain attention doesn't give someone an excuse to disrespect and inconvenience others.",Rational Persuasion,Logical Appeal
The Geneva Conventions do not provide a blanket license to attack all military targets with civilians around. The military objective being accomplished has to outweigh the harm done.,Rational Persuasion,Empirical Evidence
Are you going to try smoking Meth because you can't perceive it as a negative if you haven't tried it?,Rational Persuasion,Persuasive Inquiry
A life sentence can be commuted if new evidence comes to light or analysis techniques advance. The death penalty is final and we have no way to even attempt to undo an execution.,Rational Persuasion,Logical Appeal
would you accept the ACA as an example? because that seems like kind of a big deal that a President was largely responsible for.,Rational Persuasion,Persuasive Inquiry
"Ivory doesn't come from Rhinos, it comes from elephants. Rhinos are hunted for their uses in traditional medicine. A change in what their culture uses for status symbols will have no effect on the hunting of rhinos.",Rational Persuasion,Empirical Evidence
This doesn't refute the point. Just because there's not very many doesn't mean that this isn't their purpose.,Rational Persuasion,Logical Appeal
"Ok so I steal your SIN number, your banking information, address and all other personal information and post it online. Do you want it removed? Because under your law it can stay up no matter what.",Rational Persuasion,Persuasive Inquiry
"Right, corruption should be defined as any abuse of public power for private gain",Rational Persuasion,Logical Appeal
"You are ignoring that the vast majority of the time both partners agree to a monogamous relationship. Thus, the expectation is completely consistent with the previously agreed upon arrangement.",Rational Persuasion,Logical Appeal
"you buy a week worth of groceries, hypothetically you could gain your daily recommended dose for a month, do you tell that your only buying it for a week? both in hypothetical and realistic use your solution is impractical and does more harm then good",Rational Persuasion,Logical Appeal
"Correlation does not equal causation Where are you sourcing your information that he was the cause of their suicide? Even if the two events were related, that is not proof that he was the cause of their suicides.",Rational Persuasion,Logical Appeal
"This only makes sense if you're irreligious, though. If you believe in a personal God than you most likely believe that he knows and cares about everything, even things that seem insignificant. There are multiple Bible passages that specifically emphasize this.",Rational Persuasion,Logical Appeal
Do you think your connections would put their names on the line and vouch for you if you didn't have the work ethic to back it?,Rational Persuasion,Persuasive Inquiry
You can't make an addict quit doing drugs until he or she is ready to quit. Forcing someone into rehab isn't going to make them any more willing to confront their addiction or learn how to manage it.,Rational Persuasion,Logical Appeal
They don't make up the cost that's the whole point of a lottery. The lotteries literally exist to funnel extra money into government coffers and while a very small minority make out huge that's nothing compared to the revenue paid in,Rational Persuasion,Logical Appeal
"There's a serious problem with the word ""requires"". Nothing about GMOs *requires* us to use pesticides with them, it only *enables* us to do so.",Rational Persuasion,Logical Appeal
"To put in simpler terms, you go to school to learn how to learn. Once you master that you apply that skill to ""real life"".",Rational Persuasion,Logical Appeal
"In an inflationary economy, sure, you can wait to sell something for a higher price, but in real terms the amount of money you're getting is exactly the same. In a deflationary economy you are spending more money today to get something that would cost less real money tomorrow.",Rational Persuasion,Logical Appeal
But being bald and having a full head of hair aren't equivocal just because there isn't a specific number of hairs at which a distinction is made. Just because there isn't an apparent defining moment doesn't mean a distinction can't be made.,Rational Persuasion,Logical Appeal
You've really not explained it well as far as I can tell. Everyone is different and unique and have varying tastes but all women want the same strong domineering man who they can be submissive to. This is not an explanation of you generalization but a contradiction.,Rational Persuasion,Logical Appeal
Clarifying question: what makes you think that college will magically be better than high school? Do you realize that college teaching styles don't vary that drastically from high school?,Rational Persuasion,Persuasive Inquiry
Driving a car isn't a human right. The ability to drive on public roads is a privilege you can lose.,Rational Persuasion,Logical Appeal
"Long term planning and weighing short and long term rewards is not illogical. If you're complaining long terms rewards often require short term sacrifice, then yes, that is fairly obvious. But balancing those two is not illogical or a somehow a failure. It would be illogical not to do so.",Rational Persuasion,Logical Appeal
Then charge the meth cook for their negligence and not their otherwise peaceful activity. There is no need for more laws in that situation.,Rational Persuasion,Logical Appeal
I wish any crime that is possible to end in death should be punished as if it did. The problem with that is the criminal would be more likely to kill witnesses if there is that much chance of a murder charge.,Rational Persuasion,Logical Appeal
"Films, even if they employ voiceovers, narration etc. only let you get to know a character from the *outside*. The key achievement of the novel is to let you get to know someone from the inside.",Rational Persuasion,Logical Appeal
You seem to think women should not be held accountable for their actions. Is this so?,Rational Persuasion,Persuasive Inquiry
"I don't think pain is necessarily the crux of the argument. It's the ending of a sentient life. Cows, pigs and chickens could all be slaughtered under anesthesia but I don't think would change many vegetarians minds.",Rational Persuasion,Logical Appeal
Why isn't that a valid argument? You don't think artists who get paid according to the relevance of their image and the hype it generates would do what it takes to keep being talked about?,Rational Persuasion,Persuasive Inquiry
"This should be revealed by the data. Do more women sign up to play in women-only events than in mixed events? If so, then the marketing is working and those women apparently don't feel it implies they are ""mentally handicapped.""",Rational Persuasion,Empirical Evidence
*Men* are allowed to walk through unlit parks while dressed well. How come you're so okay with woman not being allowed to do the same?,Rational Persuasion,Persuasive Inquiry
"It's not actual news. But the research shows that listening to Jon Stewart make fun of the news is more factually informative than fox news. If the daily show is more informative than fox news as a comedy show, what the hell is fox doing?",Rational Persuasion,Persuasive Inquiry
"Actually, what most ""nice guys"" have been told as the way to get a girlfriend and what they are doing, are not the same thing (speaking as a reformed ""nice guy""). Because what they have been told left out quite a lot of things and is interpreted in a lot of different ways.",Rational Persuasion,Personal Disclosure
"If a baby is born into a situation where its life is in danger from its own parents, the authorities can take the child and place it in a foster home ... why should innocent women be put in danger because of what a tiny minority of women do?",Rational Persuasion,Logical Appeal
